date,home_team,away_team,team_goals,player_team,own_goal,minute,player,assist1,assist2,OTgoal,ETgoal
"7/18/01","Miami Fusion","Chicago Fire","Miami Fusion","Miami Fusion","FALSE",23,"Tyrone Marshall","Diego Serna","",0,0
"7/7/01","Tampa Bay Mutiny","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",46,"Eric Wynalda","Jamar Beasley","Peter Nowak",0,1
"7/4/01","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",44,"Eric Wynalda","DaMarcus Beasley","Jamar Beasley",0,0
"7/7/01","Tampa Bay Mutiny","Chicago Fire","Tampa Bay Mutiny","Tampa Bay Mutiny","FALSE",51,"Josh Keller","Steve Ralston","",0,0
"8/25/01","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",93,"DaMarcus Beasley","Eric Wynalda","",0,0
"8/1/01","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",69,"John Wilmar Perez","Jeff Cunningham","Mike Clark",0,0
"7/4/01","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",1,"Jamar Beasley","Zach Thornton","Eric Wynalda",0,0
"8/18/01","San Jose Earthquakes","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",8,"Jesse Marsch","Hristo Stoichkov","Carlos Bocanegra",0,0
"7/4/01","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",83,"Hristo Stoitchkov","Peter Nowak","",0,0
"7/4/01","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",72,"Peter Nowak","David Vaudreuil","Jesse Marsch",0,0
"7/18/01","Miami Fusion","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",72,"Sergi Daniv","C.J. Brown","Eric Wynalda",0,0
"4/21/01","FC Dallas","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",42,"Carlos Bocanegra","Diego Gutií©rrez","",0,0
"6/2/01","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",79,"Dema Kovalenko","","",0,0
"4/21/01","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",96,"Ariel Graziani","Antonio Martí_nez","Bobby Rhine",1,0
"8/4/01","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",7,"Marcelo Balboa","Imad Baba","",0,0
"7/18/01","Miami Fusion","Chicago Fire","Miami Fusion","Miami Fusion","FALSE",36,"Diego Serna","Preki","Lazo Alavanja",0,0
"5/12/01","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",36,"Cate","","",0,0
"6/2/01","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",76,"Eric Wynalda","","",0,0
"8/25/01","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",78,"Peter Vagenas","","",0,0
"4/21/01","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",91,"Jason Kreis","","",0,0
"8/25/01","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",5,"Ante Razov","Peter Nowak","DaMarcus Beasley",0,0
"8/25/01","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",64,"DaMarcus Beasley","David Vaudreuil","Dema Kovalenko",0,0
"5/12/01","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",62,"Peter Nowak","Hristo Stoichkov","",0,0
"4/6/02","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",81,"Carlos Ruiz","","",0,0
"8/10/02","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",91,"Ronnie O'Brien","Jason Kreis","Antonio Martí_nez",0,0
"3/23/02","Columbus Crew","Chicago Fire","Chicago Fire","Columbus Crew","TRUE",18,"Chad McCarty","","",0,0
"8/31/02","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",62,"Carlos Bocanegra","Ante Razov","",0,0
"7/4/02","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",87,"Chris Carrieri","Raí?l Palacios","Mark Chung",0,0
"9/14/02","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",22,"Jeff Cunningham","Duncan Oughton","",0,0
"7/13/02","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",56,"Josh Wolff","DaMarcus Beasley","",0,0
"4/20/02","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",80,"DaMarcus Beasley","Dema Kovalenko","",0,0
"6/8/02","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",57,"Alexi Lalas","Simon Elliott","",0,0
"3/23/02","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",70,"Josh Wolff","Ante Razov","",0,0
"8/10/02","FC Dallas","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",64,"Hristo Stoitchkov","","",0,0
"7/13/02","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",96,"DaMarcus Beasley","Dema Kovalenko","Josh Wolff",1,0
"8/31/02","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",90,"Chris Brown","Diego Gutií©rrez","",0,0
"4/6/02","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",92,"Carlos Ruiz","Ezra Hendrickson","Tyrone Marshall",1,0
"4/20/02","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",26,"Kelly Gray","Chris Armas","Ante Razov",0,0
"7/13/02","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",53,"Josh Wolff","","",0,0
"7/4/02","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",82,"Chris Carrieri","Carlos Valderrama","Wes Hart",0,0
"8/10/02","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",25,"Oscar Pareja","Bobby Rhine","",0,0
"7/24/02","San Jose Earthquakes","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","FALSE",43,"Ariel Graziani","Landon Donovan","",0,0
"3/30/02","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",46,"Abdul Thompson Conteh","Milton Reyes","",0,1
"3/30/02","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",39,"Marco Etcheverry","","",0,0
"8/18/02","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",31,"Ante Razov","Jesse Marsch","Hristo Stoichkov",0,0
"4/6/02","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",89,"Ante Razov","","",0,0
"5/4/02","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",55,"Peter Nowak","Carlos Bocanegra","Jesse Marsch",0,0
"5/19/02","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",54,"Ante Razov","Dema Kovalenko","Billy Sleeth",0,0
"7/4/02","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",57,"Chris Carrieri","Mark Chung","",0,0
"5/4/02","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",59,"Ante Razov","","",0,0
"5/19/02","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",73,"Ante Razov","Jesse Marsch","Peter Nowak",0,0
"5/4/02","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",26,"Sergi Daniv","Kelly Gray","Ante Razov",0,0
"8/18/02","New England Revolution","Chicago Fire","Chicago Fire","New England Revolution","TRUE",85,"Leo Cullen","","",0,0
"8/10/02","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",89,"Jason Kreis","Rí_nald Cerritos","Ryan Suarez",0,0
"7/4/02","Colorado Rapids","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",69,"Jason Moore","Josh Wolff","",0,0
"7/13/02","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",87,"Mamadou Diallo","","",0,0
"9/14/02","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",15,"Eric Denton","","",0,0
"7/13/02","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",14,"Andy Williams","Jeff Moore","Mamadou Diallo",0,0
"5/19/02","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",64,"Taylor Twellman","Carlos Semedo","Andy Williams",0,0
"8/31/02","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",22,"Dario Fabbro","Preki","Chris Klein",0,0
"7/4/02","Colorado Rapids","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",7,"Ante Razov","C.J. Brown","Jesse Marsch",0,0
"5/19/02","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",34,"Ante Razov","Kelly Gray","",0,0
"6/14/03","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",31,"Ante Razov","","",0,0
"6/14/03","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",94,"Amado Guevara","","",0,0
"4/26/03","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",70,"Damani Ralph","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",54,"Jeff Cunningham","","",0,0
"9/13/03","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",94,"Nate Jaqua","","",0,0
"6/14/03","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",66,"Ante Razov","","",0,0
"6/7/03","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",37,"Marco Etcheverry","","",0,0
"9/20/03","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",47,"Eddie Johnson","","",0,1
"8/13/03","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",90,"Damani Ralph","","",0,0
"5/31/03","San Jose Earthquakes","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",90,"DaMarcus Beasley","","",0,0
"8/13/03","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",34,"Ante Razov","","",0,0
"8/24/03","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",46,"Damani Ralph","","",0,1
"10/1/03","Colorado Rapids","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",48,"Jesse Marsch","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",49,"Brian McBride","","",0,0
"5/31/03","San Jose Earthquakes","Chicago Fire","San Jose Earthquakes","San Jose Earthquakes","FALSE",59,"Chris Roner","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",8,"Damani Ralph","","",0,0
"4/26/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",38,"Jimmy Conrad","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",25,"Jesse Marsch","","",0,0
"6/7/03","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",45,"Dema Kovalenko","","",0,0
"5/17/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",56,"Steve Ralston","","",0,0
"5/31/03","San Jose Earthquakes","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",47,"Damani Ralph","","",0,0
"4/26/03","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",53,"Orlando Perez","","",0,0
"5/31/03","San Jose Earthquakes","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",28,"DaMarcus Beasley","","",0,0
"5/17/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",49,"Jay Heaps","","",0,0
"8/30/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",88,"Jay Heaps","","",0,0
"8/30/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",44,"Brian Kamler","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",33,"Francisco Gomez","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",90,"Freddy Garcia","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",85,"Edson Buddle","","",0,0
"8/30/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",6,"Chris Brown","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",67,"Brian McBride","","",0,0
"8/30/03","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",14,"Andy Williams","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",42,"Alex Zotinca","","",0,0
"6/14/03","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",61,"Damani Ralph","","",0,0
"4/26/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",25,"Igor Simutenkov","","",0,0
"9/20/03","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",7,"Toni Nhleko","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",74,"Edson Buddle","","",0,0
"5/17/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",18,"Taylor Twellman","","",0,0
"8/24/03","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",28,"John Wolyniec","","",0,0
"6/14/03","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",82,"Jacob LeBlanc","","",0,0
"4/26/03","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",65,"Andy Williams","","",0,0
"9/13/03","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",58,"Damani Ralph","","",0,0
"5/31/03","San Jose Earthquakes","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",81,"Ante Razov","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",70,"Preki","","",0,0
"8/13/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",52,"Brian West","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",78,"Ante Razov","","",0,0
"8/13/03","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",47,"Edson Buddle","","",0,0
"10/26/03","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",3,"Dipsy Selolwane","","",0,0
"8/30/03","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",63,"Chris Brown","","",0,0
"10/1/03","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",83,"Mark Chung","","",0,0
"6/21/03","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",26,"Jimmy Conrad","","",0,0
"8/24/03","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",86,"Ante Razov","","",0,0
"7/3/04","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",44,"Jeff Cunningham","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",59,"Andy Herron","","",0,0
"9/18/04","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",8,"Christian Gomez","","",0,0
"6/12/04","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",28,"Ante Razov","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",56,"Jeff Cunningham","","",0,0
"7/24/04","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",57,"John Wolyniec","","",0,0
"7/14/04","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",40,"Andy Williams","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",45,"Kyle Martino","","",0,0
"10/16/04","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",55,"Clint Dempsey","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",64,"Jeff Cunningham","","",0,0
"8/21/04","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",89,"Carlos Ruiz","","",0,0
"4/24/04","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",57,"Damani Ralph","","",0,0
"7/28/04","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",30,"Peguero Jean Philippe","","",0,0
"8/28/04","FC Dallas","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",49,"Nate Jaqua","","",0,0
"5/15/04","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",13,"Fabian Taylor","","",0,0
"6/12/04","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",93,"Chris Albright","","",0,0
"6/12/04","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",67,"Ante Razov","","",0,0
"9/18/04","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",40,"Ben Olsen","","",0,0
"8/28/04","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",33,"Eddie Johnson","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",14,"Damani Ralph","","",0,0
"7/14/04","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",47,"Clint Dempsey","","",0,0
"6/12/04","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",10,"Andreas Herzog","","",0,0
"5/8/04","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",9,"Chris Klein","","",0,0
"7/24/04","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",43,"Amado Guevara","","",0,0
"7/3/04","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",43,"Edson Buddle","","",0,0
"8/28/04","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",28,"Ronnie O'Brien","","",0,0
"7/24/04","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",23,"Chris Armas","","",0,0
"8/28/04","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",58,"Toni Nhleko","","",0,0
"10/2/04","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",80,"Andy Herron","","",0,0
"8/21/04","LA Galaxy","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",67,"Damani Ralph","","",0,0
"5/8/04","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",52,"Justin Mapp","","",0,0
"7/14/04","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",51,"Taylor Twellman","","",0,0
"5/8/04","Sporting Kansas City","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",83,"Dipsy Selolwane","","",0,0
"7/28/04","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",57,"Mark Chung","","",0,0
"7/14/04","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",67,"Taylor Twellman","","",0,0
"10/16/04","New England Revolution","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",56,"Nate Jaqua","","",0,0
"5/15/04","New York Red Bulls","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",51,"Ante Razov","","",0,0
"8/28/04","FC Dallas","Chicago Fire","FC Dallas","FC Dallas","FALSE",65,"Eddie Johnson","","",0,0
"10/16/04","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",58,"Steve Ralston","","",0,0
"6/12/04","LA Galaxy","Chicago Fire","LA Galaxy","LA Galaxy","FALSE",81,"Joseph Ngwenya","","",0,0
"9/18/04","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",20,"Alecko Eskandarian","","",0,0
"5/8/04","Sporting Kansas City","Chicago Fire","Sporting Kansas City","Sporting Kansas City","FALSE",64,"Davy Arnaud","","",0,0
"9/18/04","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",92,"Andy Williams","","",0,0
"5/7/05","New England Revolution","Chicago Fire","New England Revolution","New England Revolution","FALSE",58,"Clint Dempsey","Taylor Twellman","Steve Ralston",0,0
"6/15/05","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",62,"Gonzalo Segares","Ivíçn Guerrero","Chris Rolfe",0,0
"6/15/05","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",73,"Christian Gomez","Jaime Moreno","Dema Kovalenko",0,0
"5/31/05","New York Red Bulls","Chicago Fire","New York Red Bulls","New York Red Bulls","FALSE",93,"Amado Guevara","Abbe Ibrahim","",0,0
"7/23/05","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",23,"Alain Nkong","Kyle Beckerman","Jeff Cunningham",0,0
"7/23/05","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",26,"Eric Denton","Ritchie Kotschau","",0,0
"7/2/05","Chivas USA","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",78,"Gonzalo Segares","Jesse Marsch","Jim Curtin",0,0
"4/30/05","Columbus Crew","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",69,"Chris Rolfe","","",0,0
"7/23/05","Colorado Rapids","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",16,"Will Johnson","Chris Rolfe","",0,0
"4/2/05","FC Dallas","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",73,"Kelly Gray","","",0,0
"7/23/05","Colorado Rapids","Chicago Fire","Colorado Rapids","Colorado Rapids","FALSE",84,"Alain Nkong","","",0,0
"5/28/05","Real Salt Lake","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",84,"Chad Barrett","Thiago da Rosa Correa","",0,0
"5/28/05","Real Salt Lake","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",53,"Samuel Caballero","Chris Armas","",0,0
"6/15/05","D.C. United","Chicago Fire","D.C. United","D.C. United","FALSE",47,"Christian Gomez","Jaime Moreno","Santino Quaranta",0,0
"9/17/05","Columbus Crew","Chicago Fire","Columbus Crew","Columbus Crew","FALSE",80,"Knox Cameron","Kyle Martino","",0,0
"6/15/05","D.C. United","Chicago Fire","Chicago Fire","Chicago Fire","FALSE",38,"Nate Jaqua","Thiago da Rosa Correa","Justin Mapp",0,0
